commit_id,author_id
"4150","1654"
"4161","1654"
"4170","1662"
"4172","1664"
"10451","1664"
"10481","1664"
"10528","1662"
"12666","5148"
"12667","5148"
"12668","5150"
"12669","5150"
"12677","5155"
"12680","5148"
"12681","5148"
"12683","5158"
"12686","5148"
"12687","5148"
"20234","1662"
"20235","3509"
"20236","3509"
"20258","7049"
"20261","7049"
"20264","3509"
"20265","3509"
"20268","7054"
"20557","7071"
"20559","1662"
"20562","7071"
"20753","5150"
"20760","7093"
"20764","1662"
"20766","7067"
"20767","7067"
"20768","7067"
"21282","7231"
"21309","7231"
"21312","5158"
"21313","7093"
"21316","7002"
"21488","3509"
"21489","3509"
"21490","1662"
"21491","1662"
"61943","1662"
"61944","7002"
"61961","7071"
"61967","5155"
"61968","5155"
"111712","10621"
"111717","7049"
"111724","3509"
"156954","7002"
"156956","5158"
"156957","7071"
"156959","7002"
"161511","38530"
"216581","51227"
"217498","5150"
"217503","5150"
"217508","5150"
"217511","7054"
"217570","5150"
"217571","5150"
"217574","5150"
"218284","5158"
"223603","7049"
"224779","51227"
"224780","7093"
"224782","52301"
"226768","7071"
"226785","7071"
"244960","1662"
"244961","1662"
"244962","7002"
"244965","1664"
"244967","5148"
"244969","5148"
"244971","5148"
"244972","1654"
"245056","55806"
"245208","55806"
"245237","55835"
"245240","1654"
"245243","5155"
"245245","5155"
"245251","5150"
"245256","5150"
"245258","7054"
"245263","5150"
"245268","7054"
"245271","5150"
"245276","7054"
"245280","5150"
"245284","7054"
"245286","5150"
"245293","5150"
"245296","7054"
"245304","55847"
"245305","7054"
"245307","1662"
"245315","38530"
"245323","55851"
"245335","55851"
"245344","55851"
"245351","3509"
"245352","3509"
"245354","3509"
"245360","3509"
"245362","3509"
"245367","3509"
"245370","3509"
"245375","3509"
"245377","3509"
"245379","3509"
"245380","3509"
"245385","3509"
"245388","3509"
"245389","3509"
"245391","1654"
"245398","25294"
"245402","28139"
"245404","7002"
"245409","23718"
"245411","1662"
"245412","5158"
"245414","5158"
"245417","10621"
"245419","5158"
"245421","1654"
"245427","55847"
"245435","55847"
"245438","5158"
"245439","5148"
"245442","5158"
"245444","5148"
"245446","5148"
"245449","5158"
"245455","5158"
"252882","5148"
"252883","5148"
"252884","5150"
"252940","28245"
"252941","5148"
"252942","5148"
"252943","5148"
"252944","5148"
"252945","5148"
"252946","5148"
"252947","5148"
"252948","5148"
"252949","5148"
"252950","5148"
"255180","23718"
"255184","10621"
"255186","10621"
"255188","10621"
"255191","7071"
"255192","28139"
"255194","1654"
"255199","59476"
"255201","1654"
"255203","1654"
"255204","7071"
"255205","7002"
"255207","3509"
"255208","55851"
"255210","3509"
"255211","1662"
"255213","3509"
"255216","55847"
"255217","1662"
"255218","1662"
"255222","38530"
"255223","1662"
"255226","55847"
"255227","3509"
"255230","52301"
"255231","3509"
"255233","7002"
"255236","55847"
"255240","55847"
"255242","7002"
"255243","1662"
"255244","7049"
"255246","1662"
"255247","1664"
"255248","7002"
"255250","1662"
"255253","59479"
"255254","1664"
"255256","7002"
"255257","1662"
"255258","7002"
"255260","7002"
"255261","1662"
"255265","55847"
"255266","1662"
"255268","7054"
"255269","1662"
"255270","3509"
"255272","5148"
"255273","1662"
"255274","5158"
"255277","5158"
"255279","5158"
"255280","7002"
"255282","5148"
"255284","5148"
"255285","5148"
"255290","55847"
"255293","55847"
"255295","3509"
"255296","11065"
"255298","7071"
"255301","3509"
"255302","3509"
"255303","3509"
"255305","3509"
"255306","3509"
"255307","3509"
"255310","3509"
"255311","3509"
"255313","3509"
"255314","1662"
"255315","11065"
"285095","63251"
"285161","3509"
"285196","7071"
"285224","1662"
"285234","63251"
"285243","63251"
"285273","63251"
"285284","63251"
"291201","1662"
"291210","5158"
"310613","7002"
"310627","7002"
"310645","1662"
"401140","1654"
"402586","1654"
"402587","1654"
"402590","1654"
"402592","1654"
"402594","1654"
"402595","1654"
"402596","1654"
"402597","1654"
"402598","1654"
"402600","1662"
"402604","3509"
"402606","3509"
"402607","1662"
"402614","72990"
"402615","7071"
"402617","1662"
"402622","78549"
"402624","1662"
"402629","72990"
"402631","7071"
"402633","15410"
"402640","78549"
"402642","7071"
"402648","7071"
"402650","5148"
"402656","1662"
"402657","7071"
"402658","7071"
"402660","5148"
"402662","1662"
"402663","5148"
"402666","5148"
"402668","5148"
"402669","5148"
"402670","5148"
"402673","5148"
"402674","5148"
"402676","5148"
"402680","1662"
"402681","1662"
"402682","7002"
"402685","7002"
"402688","1662"
"402691","7071"
"402693","1662"
"402696","10621"
"402697","1662"
"402702","60680"
"402703","1662"
"402707","3509"
"402709","7071"
"402710","3509"
"402711","3509"
"402712","1654"
"402713","3509"
"402716","15385"
"402718","3509"
"402719","3509"
"402720","3509"
"402721","3509"
"402722","3509"
"402723","3509"
"402725","3509"
"402735","3509"
"402736","7071"
"402738","3509"
"402740","7071"
"402743","52301"
"402745","52301"
"402747","1662"
"402750","52301"
"402753","52301"
"402754","1662"
"402756","7002"
"402758","1662"
"402759","7002"
"402760","7002"
"402762","1654"
"402763","1662"
"402764","7002"
"402765","7071"
"402768","7071"
"402773","52301"
"402775","1654"
"402776","1654"
"402777","1654"
"402778","7002"
"402779","1654"
"402780","7002"
"402781","1662"
"402784","3509"
"463025","38530"
"463027","5158"
"463030","38530"
"463033","38530"
"463049","38530"
"463056","38530"
"463095","38530"
"463109","1662"
"463111","38530"
"463114","38530"
"463116","10621"
"463119","11065"
"463120","10621"
"463123","10621"
"463125","10621"
"463135","59479"
"463138","59479"
"463176","38530"
"463180","7002"
"499124","3509"
"499126","1662"
"499127","1662"
"499128","3509"
"499129","3509"
"499130","1662"
"499131","1662"
"499132","1662"
"499133","7071"
"499134","7071"
"499135","15385"
"499136","10621"
"499137","7071"
"499138","1654"
"499139","1654"
"499141","1662"
"499142","93929"
"499144","93929"
"499145","1662"
"499146","1662"
"499147","1662"
"499148","7002"
"499149","1662"
"499150","1662"
"499151","1662"
"499152","59301"
"499153","5150"
"499154","93930"
"499155","59301"
"499156","59301"
"499157","1662"
"499158","1662"
"499159","59301"
"499160","93929"
"499161","93929"
"499162","1662"
"499163","1662"
"499164","1662"
"499165","1662"
"499167","1662"
"499169","1662"
"499170","5150"
"499171","1662"
"499172","1662"
"499173","1662"
"499174","1662"
"499176","5150"
"499177","5150"
"499178","1662"
"499180","1662"
"499181","28228"
"499182","1662"
"499183","1654"
"499184","1662"
"499185","1654"
"499186","1662"
"499187","1654"
"499188","1662"
"499189","7071"
"499190","1654"
"499191","1654"
"499193","1654"
"499194","1654"
"499195","1654"
"499196","1662"
"499197","1654"
"499198","1662"
"499200","1654"
"584775","7049"
"584777","10621"
"584782","5158"
"584783","7002"
"584788","38530"
"584790","5148"
"584791","5148"
"584801","55847"
"584802","1662"
"584804","5158"
"584805","1664"
"584806","1664"
"584809","5158"
"584812","5148"
"584814","5158"
"584816","5158"
"584825","55847"
"584834","55847"
"584841","55847"
"584849","55847"
"584857","55847"
"584859","5148"
"584860","5158"
"584958","52301"
"584964","52301"
"584969","52301"
"584992","52301"
"584994","1662"
"584997","63251"
"584998","11065"
"585005","1662"
"585057","1662"
"585060","5150"
"585061","5158"
"585115","5150"
"585198","1662"
"585203","7067"
"585216","78553"
"585225","3509"
"585293","3509"
"585299","7067"
"585314","3509"
"585326","3509"
"585348","3509"
"585357","55847"
"592250","3509"
"592259","3509"
